command_set_id,split,task_index,root_reward,strict_reward,reward_delta,root_bucket,strict_bucket
f6ff84e7aae6,1,0,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,1,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,2,0.76,0.76,0.0,missing_path,missing_path
f6ff84e7aae6,1,3,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,4,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,5,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,6,0.79,0.79,0.0,near_miss,near_miss
f6ff84e7aae6,1,7,0.6900000000000001,0.6900000000000001,0.0,syntax_or_parse,syntax_or_parse
f6ff84e7aae6,1,8,0.67,0.34,0.33,near_miss,semantic_miss
f6ff84e7aae6,1,9,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,10,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,11,0.39,0.39,0.0,missing_path,missing_path
f6ff84e7aae6,1,12,0.39,0.39,0.0,missing_path,missing_path
f6ff84e7aae6,1,13,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,14,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,15,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,16,0.68,0.68,0.0,missing_path,missing_path
f6ff84e7aae6,1,17,0.67,0.67,0.0,syntax_or_parse,syntax_or_parse
f6ff84e7aae6,1,18,0.72,0.39,0.32999999999999996,near_miss,permission_denied
f6ff84e7aae6,1,19,0.72,0.34,0.37999999999999995,near_miss,permission_denied
f6ff84e7aae6,1,20,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,21,0.67,0.67,0.0,near_miss,permission_denied
f6ff84e7aae6,1,22,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,23,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,24,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,25,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,26,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,27,0.34,0.34,0.0,semantic_miss,semantic_miss
f6ff84e7aae6,1,28,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,29,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,30,0.67,0.67,0.0,near_miss,permission_denied
f6ff84e7aae6,1,31,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,32,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,33,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,34,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,35,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,36,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,37,0.67,0.67,0.0,syntax_or_parse,syntax_or_parse
f6ff84e7aae6,1,38,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,39,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,40,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,41,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,42,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,43,0.39,0.67,-0.28,semantic_miss,permission_denied
f6ff84e7aae6,1,44,1.0,0.39,0.61,exact_success,permission_denied
f6ff84e7aae6,1,45,0.34,0.45,-0.10999999999999999,semantic_miss,permission_denied
f6ff84e7aae6,1,46,0.34,0.42000000000000004,-0.08000000000000002,semantic_miss,permission_denied
f6ff84e7aae6,1,47,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,48,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,49,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,50,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,51,0.67,0.67,0.0,near_miss,near_miss
f6ff84e7aae6,1,52,0.8700000000000001,0.8700000000000001,0.0,near_miss,near_miss
f6ff84e7aae6,1,53,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,54,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,55,0.67,0.67,0.0,syntax_or_parse,syntax_or_parse
f6ff84e7aae6,1,56,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,57,0.39,0.39,0.0,missing_path,missing_path
f6ff84e7aae6,1,58,1.0,1.0,0.0,exact_success,exact_success
f6ff84e7aae6,1,59,0.93,0.93,0.0,near_miss,near_miss
00da826ef10e,2,0,1.0,1.0,0.0,exact_success,exact_success
00da826ef10e,2,1,1.0,1.0,0.0,exact_success,exact_success
00da826ef10e,2,2,1.0,1.0,0.0,exact_success,exact_success
00da826ef10e,2,3,0.9,0.9,0.0,near_miss,near_miss
00da826ef10e,2,4,0.77,0.77,0.0,permission_denied,permission_denied
00da826ef10e,2,5,0.67,0.34,0.33,near_miss,permission_denied
00da826ef10e,2,6,0.67,0.67,0.0,near_miss,near_miss
00da826ef10e,2,7,1.0,1.0,0.0,exact_success,exact_success
00da826ef10e,2,8,1.0,0.34,0.6599999999999999,exact_success,permission_denied
00da826ef10e,2,9,0.67,0.67,0.0,missing_path,missing_path
00da826ef10e,2,10,0.67,0.67,0.0,near_miss,near_miss
00da826ef10e,2,11,0.7000000000000001,0.7000000000000001,0.0,near_miss,near_miss
00da826ef10e,2,12,0.7000000000000001,0.7000000000000001,0.0,near_miss,near_miss
00da826ef10e,2,13,0.67,0.67,0.0,near_miss,near_miss
00da826ef10e,2,14,1.0,0.34,0.6599999999999999,exact_success,permission_denied
00da826ef10e,2,15,1.0,0.39,0.61,exact_success,permission_denied
00da826ef10e,2,16,1.0,0.34,0.6599999999999999,exact_success,permission_denied
00da826ef10e,2,17,1.0,1.0,0.0,exact_success,exact_success
00da826ef10e,2,18,1.0,0.34,0.6599999999999999,exact_success,permission_denied
00da826ef10e,2,19,1.0,0.67,0.32999999999999996,exact_success,permission_denied
00da826ef10e,2,20,1.0,0.39,0.61,exact_success,permission_denied
00da826ef10e,2,21,1.0,0.34,0.6599999999999999,exact_success,permission_denied
00da826ef10e,2,22,0.67,0.67,0.0,syntax_or_parse,syntax_or_parse
00da826ef10e,2,23,0.67,0.67,0.0,near_miss,permission_denied
00da826ef10e,2,24,1.0,0.39,0.61,exact_success,permission_denied
00da826ef10e,2,25,1.0,1.0,0.0,exact_success,exact_success
00da826ef10e,2,26,1.0,1.0,0.0,exact_success,exact_success
00da826ef10e,2,27,1.0,1.0,0.0,exact_success,exact_success
00da826ef10e,2,28,0.67,0.67,0.0,near_miss,near_miss
00da826ef10e,2,29,0.67,0.67,0.0,missing_path,missing_path
00da826ef10e,2,30,1.0,1.0,0.0,exact_success,exact_success
00da826ef10e,2,31,1.0,1.0,0.0,exact_success,exact_success
00da826ef10e,2,32,1.0,1.0,0.0,exact_success,exact_success
00da826ef10e,2,33,0.67,0.67,0.0,missing_path,missing_path
00da826ef10e,2,34,0.34,0.43000000000000005,-0.09000000000000002,missing_path,permission_denied
00da826ef10e,2,35,0.67,0.67,0.0,near_miss,near_miss
00da826ef10e,2,36,0.67,0.67,0.0,near_miss,near_miss
00da826ef10e,2,37,0.74,0.75,-0.010000000000000009,missing_path,missing_path
00da826ef10e,2,38,0.67,0.67,0.0,syntax_or_parse,syntax_or_parse
00da826ef10e,2,39,0.35000000000000003,0.4,-0.04999999999999999,missing_path,permission_denied
00da826ef10e,2,40,0.39,0.39,0.0,missing_path,missing_path
00da826ef10e,2,41,1.0,1.0,0.0,exact_success,exact_success
00da826ef10e,2,42,0.72,0.72,0.0,near_miss,near_miss
00da826ef10e,2,43,0.8500000000000001,0.48,0.3700000000000001,missing_path,permission_denied
00da826ef10e,2,44,0.39,0.39,0.0,missing_path,missing_path
00da826ef10e,2,45,0.39,0.39,0.0,semantic_miss,semantic_miss
00da826ef10e,2,46,1.0,0.34,0.6599999999999999,exact_success,permission_denied
00da826ef10e,2,47,0.67,0.67,0.0,near_miss,near_miss
00da826ef10e,2,48,0.67,0.65,0.020000000000000018,near_miss,permission_denied
00da826ef10e,2,49,0.96,0.55,0.4099999999999999,near_miss,permission_denied
00da826ef10e,2,50,1.0,1.0,0.0,exact_success,exact_success
00da826ef10e,2,51,0.67,0.67,0.0,near_miss,near_miss
00da826ef10e,2,52,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,0,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,1,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,2,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,3,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,4,0.99,0.99,0.0,near_miss,near_miss
7600a79d9526,3,5,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,6,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,7,1.0,0.34,0.6599999999999999,exact_success,permission_denied
7600a79d9526,3,8,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,9,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,10,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,11,1.0,0.34,0.6599999999999999,exact_success,permission_denied
7600a79d9526,3,12,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,13,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,14,0.8700000000000001,0.8700000000000001,0.0,near_miss,near_miss
7600a79d9526,3,15,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,16,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,17,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,18,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,19,0.34,0.76,-0.42,semantic_miss,permission_denied
7600a79d9526,3,20,0.99,0.99,0.0,near_miss,near_miss
7600a79d9526,3,21,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,22,0.7200000000000001,0.7200000000000001,0.0,near_miss,near_miss
7600a79d9526,3,23,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,24,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,25,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,26,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,27,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,28,0.68,0.68,0.0,near_miss,near_miss
7600a79d9526,3,29,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,30,0.67,0.67,0.0,syntax_or_parse,syntax_or_parse
7600a79d9526,3,31,0.67,0.67,0.0,missing_path,missing_path
7600a79d9526,3,32,0.67,0.67,0.0,syntax_or_parse,syntax_or_parse
7600a79d9526,3,33,0.67,0.67,0.0,syntax_or_parse,syntax_or_parse
7600a79d9526,3,34,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,35,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,36,0.67,0.67,0.0,syntax_or_parse,syntax_or_parse
7600a79d9526,3,37,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,38,0.34,0.34,0.0,semantic_miss,semantic_miss
7600a79d9526,3,39,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,40,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,41,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,42,0.39,0.39,0.0,semantic_miss,permission_denied
7600a79d9526,3,43,0.34,0.34,0.0,semantic_miss,semantic_miss
7600a79d9526,3,44,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,45,0.9500000000000001,0.9500000000000001,0.0,near_miss,near_miss
7600a79d9526,3,46,1.0,0.99,0.010000000000000009,exact_success,near_miss
7600a79d9526,3,47,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,48,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,49,0.97,0.97,0.0,near_miss,near_miss
7600a79d9526,3,50,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,51,1.0,1.0,0.0,exact_success,exact_success
7600a79d9526,3,52,1.0,0.39,0.61,exact_success,permission_denied
7600a79d9526,3,53,0.72,0.39,0.32999999999999996,near_miss,missing_path
7600a79d9526,3,54,0.75,0.75,0.0,near_miss,near_miss
7600a79d9526,3,55,0.67,0.67,0.0,near_miss,near_miss
7600a79d9526,3,56,0.72,0.67,0.04999999999999993,near_miss,permission_denied
7600a79d9526,3,57,1.0,0.34,0.6599999999999999,exact_success,permission_denied
7600a79d9526,3,58,1.0,0.39,0.61,exact_success,missing_path
7600a79d9526,3,59,1.0,0.39,0.61,exact_success,permission_denied
030ddde73940,4,0,0.67,0.67,0.0,near_miss,near_miss
030ddde73940,4,1,0.7200000000000001,0.6900000000000001,0.030000000000000027,near_miss,near_miss
030ddde73940,4,2,0.67,0.67,0.0,syntax_or_parse,syntax_or_parse
030ddde73940,4,3,1.0,1.0,0.0,exact_success,exact_success
030ddde73940,4,4,0.99,0.98,0.010000000000000009,near_miss,near_miss
030ddde73940,4,5,1.0,1.0,0.0,exact_success,exact_success
030ddde73940,4,6,1.0,0.67,0.32999999999999996,exact_success,permission_denied
030ddde73940,4,7,0.6900000000000001,0.6900000000000001,0.0,syntax_or_parse,syntax_or_parse
030ddde73940,4,8,1.0,1.0,0.0,exact_success,exact_success
030ddde73940,4,9,0.73,0.73,0.0,near_miss,near_miss
030ddde73940,4,10,0.8200000000000001,0.8200000000000001,0.0,near_miss,near_miss
030ddde73940,4,11,0.68,0.68,0.0,near_miss,permission_denied
030ddde73940,4,12,0.78,0.78,0.0,near_miss,near_miss
030ddde73940,4,13,0.67,0.67,0.0,near_miss,near_miss
030ddde73940,4,14,0.67,0.67,0.0,near_miss,near_miss
030ddde73940,4,15,1.0,1.0,0.0,exact_success,exact_success
030ddde73940,4,16,1.0,1.0,0.0,exact_success,exact_success
030ddde73940,4,17,0.76,0.76,0.0,near_miss,near_miss
030ddde73940,4,18,1.0,1.0,0.0,exact_success,exact_success
030ddde73940,4,19,1.0,1.0,0.0,exact_success,exact_success
030ddde73940,4,20,0.67,0.67,0.0,near_miss,near_miss
030ddde73940,4,21,0.67,0.67,0.0,syntax_or_parse,syntax_or_parse
030ddde73940,4,22,1.0,1.0,0.0,exact_success,exact_success
030ddde73940,4,23,1.0,1.0,0.0,exact_success,exact_success
030ddde73940,4,24,1.0,1.0,0.0,exact_success,exact_success
030ddde73940,4,25,0.78,0.78,0.0,near_miss,near_miss
030ddde73940,4,26,1.0,1.0,0.0,exact_success,exact_success
